county,1q13,2q13,3q13,4q13,1q14,2q14,3q14,4q14,1q15,2q15,3q15,4q15,1q16,2q16,3q16,4q16,1q17,2q17,3q17,4q17,1q18,2q18,3q18,4q18,1q19,2q19,3q19,4q19
Angelina,3.5659873764275978,3.940570695441997,3.754997308040368,4.523637696598967,3.7070472751374144,3.8327486315693244,3.9035984870127645,3.9493080711698227,3.908970130108118,3.851704233095107,3.6466923217885285,3.4714586769287155,3.608665364806377,3.7342834629483708,3.660054586773556,3.753697169024861,3.961106240535586,3.8392785981851096,4.003233556114723,4.0282822302428585,4.154786615268812,4.004242603955202,4.089778974019753,3.665518578499578,4.223952861645275,4.17142465628283,4.3975243228429175,4.285616407070753
Bastrop,0.13057091466258078,0.11325028312570781,0.0919325827726334,0.11325028312570781,0.0989979799060857,0.09230892720972855,0.07357957965992856,0.08428206397409999,0.0989263196771045,0.09365024929432558,0.07386498535890469,0.056717756614873244,0.06817860221001583,0.052741937558691485,0.05402832627963518,0.04373721651208562,0.054921050989203024,0.04618361105910254,0.04743181676340261,0.06865131373650378,0.06296085529900353,0.04600985579542565,0.008475499751788936,0.047220641474252645,0.04965419400602944,0.06029437843589289,0.043742980433883076,0.04610746586274162
Bell,3.7856357999867005,3.868283306786912,3.8154015687193437,3.759353259510005,3.2874511867504914,2.7350806091770448,2.5347501100125247,3.038192040324591,2.9752804041244176,4.917621732695672,3.9858972320412933,3.917707352275646,3.8806720601910047,3.797679229681144,3.8197904582476396,3.9112643079336906,3.866387364762732,3.8280031897546984,3.887513538604363,4.000583201418727,3.8898368191759456,3.8438084516291697,3.747060927486265,3.8836801585486698,3.7480892517351467,3.744922663273619,3.6928178894975776,3.6522279828543627
Bexar,3.531182474716027,3.486804138863744,3.540411345586463,3.524118400716434,3.4824552282111747,3.4607639576058653,3.5891226104661498,3.5962784935524374,3.654201769258475,3.573107095481978,3.65969226849859,3.618403714212926,3.5571524911423715,3.5783580543196107,3.6354623754644098,3.6037616731512276,3.5197806245824172,3.467163878207801,3.61129259871841,3.6980548164113585,3.7033155898033407,3.6324002633256747,3.5867488461344923,3.685366282589535,3.561544577687753,3.581422062884392,3.651631997743471,3.6563330996408765
Bowie,7.351736919231101,6.449875010774933,6.636281355055599,6.277476079648306,6.476405460604107,6.300118241427496,6.6946146404385685,6.72901214661937,6.863795060723542,6.842375821963287,6.6528155589350355,6.596054576220361,6.471673028262641,6.262598104387357,6.59175708710383,6.499549684779345,6.685652874798495,6.558839333691564,6.91778613648576,6.644814615797958,6.440529200205515,6.175072786436034,6.3987840383627335,6.352757321459154,6.4381861370883176,6.459586124248325,6.4381861370883176,6.3622161826702905
Brazoria,0.6244771218278724,0.5846835470801857,0.5840568766117181,0.5925169279360295,0.5900241808132649,0.5610318791946308,0.554246446900908,0.587248322147651,0.675073509351602,0.6299069386765286,0.6859862378368548,0.6529449210342841,0.6422371656249074,0.8593773143348047,0.9375833160529667,0.9482477708327162,0.9486511773412856,0.9463338614882382,0.9437268811535598,0.8382890098399024,1.277625971598873,1.0284436012515752,1.0400532344154834,1.094986620605683,1.0858000348207697,1.0216856016117042,1.1021049984385924,1.0227910228739294
Brazos,3.502152443656622,3.3719929095973664,3.3795897695619144,3.312230944542922,3.2617597123739137,3.2307999600519324,3.3536402676520525,3.5149305902326975,3.42452331027455,3.678790491681201,3.57933723960885,3.3745517254894275,3.1917693504007656,3.2874745782988395,3.175499461658093,3.0496470869721257,3.2757169676959927,3.143005114261669,3.3233452635278233,3.302999195405488,3.4946004123073284,3.3967570617869383,3.3926612936256193,3.4281579510237146,3.1967202132933186,3.341863279697388,3.357940665514454,3.445026505356896
Cameron,3.0921996800588576,2.808076456736552,2.767176265304295,3.2025575930358348,2.3812329126159897,3.114141921770139,3.6582931972674615,2.9354833280032318,3.1263402794250488,2.990006157797761,3.0360099387335064,3.1009423587001055,3.071562391856899,2.9598692139711935,3.1021109533299125,3.0181024092791255,3.0146620574561926,2.8747168911670045,3.0425557277387054,3.120514960066754,3.220125786163522,3.014121276848226,3.0630117479530083,2.6761599620268184,2.7890210716036634,2.671311877260336,2.6957063380598587,2.8217049122865188
Collin,2.780047751495311,2.755310507790386,2.7352499569251973,2.7490338937160015,2.669324617171318,2.957748165176059,3.048741065335297,3.0898075979071633,3.0046777316154403,3.06142704677031,3.093888589184001,3.209722582257315,2.9834246649666323,3.0800689056480928,3.154219340603693,3.1708353679489267,2.8105104327484614,2.7910620458173403,2.8739908417764464,2.9456657958596786,2.8468585693971447,2.880766141593783,2.8682627243462724,2.9770848388648594,2.869331511404888,2.9022579290929595,2.919029823102821,3.0471341669204746
Comal,1.6813393629641522,1.548437736926137,1.5297066352697724,1.480648988074532,1.480765715181113,1.4241814873817171,1.4206993810556006,1.4642257101320588,1.7036593692835527,1.1447646825764792,2.527249277146012,2.093958373726049,1.972990082295843,2.1198889736555913,2.033048192575519,1.976236466635285,2.1048953763733063,1.9923133662021042,2.017159051205404,2.082378974339066,2.112503070498649,1.9576755022591426,1.8400660994618254,1.881750444757077,1.9400089538874794,1.8874226305952915,1.1234996908776942,2.6598730821981085
Coryell,0.0,0.2714518760195759,0.23230016313213703,0.2544861337683524,0.14657523770679853,0.16696831425730965,0.1797139871013791,0.20393076550511102,0.2175583955394015,0.2618517215773635,0.22016388530634046,0.17717330415184795,0.18906073576136334,0.16936690911955465,0.1483601607016254,0.2100674841792926,0.24689736686584807,0.24689736686584807,0.19567929607984766,0.24295751526692494,0.2553373527799687,0.1791372003796639,0.1858214242744275,0.20721094073767096,0.22204387372926698,0.21268057784911718,0.23943285179240237,0.22070626003210272
Dallas,3.2185036141947285,3.174205805047293,3.2557851817808547,3.176738294604925,3.123012463710285,3.0670255259718315,3.1428420191129227,3.103182908307647,2.9421377298966465,2.962906613279366,2.969225827796977,3.079671207646169,3.055397890776015,3.066590987572487,3.16518549977971,3.1945971477449087,3.2897416951087446,3.2807106023465202,3.325670587959325,3.402884476294359,3.209970487997629,3.105243010965129,3.1329491010569988,3.198587066581053,2.9513914067646407,2.980206506945775,3.02631066723559,3.044668366821187
Denton,1.9594890191617815,1.9883629363898854,1.9125324466999154,1.8712631609647972,1.8271148706299831,1.8005571471354387,1.8405349968639284,1.8901188316861894,1.8208293989767013,1.800379894156657,1.8400436988076154,1.8834131184259646,1.796629792296213,1.7826890497458803,1.8026043962463556,1.797293637179562,1.6901321730563994,1.725022576143174,1.727716320499138,1.7378499302191939,1.7320950443695466,1.6558774183011389,1.658352016550113,1.6777776128045612,1.9073122614812226,1.9529211218103726,1.9544773296431257,2.0158876848894614
Ector,4.320333424041477,3.9909196373583877,4.058234628550149,4.129130204379771,3.9724557943181424,3.854804664521264,3.9468493719505866,4.054811585175957,3.7873523280055594,3.675094884267921,3.816753087079703,3.7118458331106003,3.6542293062850932,3.549434626232308,3.738970683364815,3.6645793981421586,3.7160028267136953,2.9986929576055483,3.1356509884117245,2.9555417972145612,3.1838741147106893,3.026770895361654,3.245321744859304,3.159168366506607,3.3621958445629527,3.2137418684812458,3.2322189728004282,3.234767538913419
